operator,id_ticket,date,activity
Fajar,3875/BJBR/Jan/2019,"2019-01-14 12:50:00.0",CLOSE
Feby,3874/BSBB/Jan/2019,"2019-01-14 12:05:00.0",CLOSE
Fajar,3876/BJBR/Jan/2019,"2019-01-14 11:55:00.0",CLOSE
Feby,3868/BSBB/Jan/2019,"2019-01-14 10:51:00.0",CLOSE
Paul,3867/BJBR/Jan/2019,"2019-01-13 17:49:15.0",CLOSE
Feby,3862/BSBB/Jan/2019,"2019-01-12 20:04:00.0",CLOSE
Yefta,3865/BRKR/Jan/2019,"2019-01-12 18:47:30.0",CLOSE
Alam,3848/BJBR/Jan/2019,"2019-01-12 17:30:45.0",CLOSE
Paul,3866/BJBR/Jan/2019,"2019-01-12 13:38:00.0",CLOSE
Indri,3857/BRKR/Jan/2019,"2019-01-12 13:30:00.0",CLOSE
Paul,3864/BJBR/Jan/2019,"2019-01-12 11:54:00.0",CLOSE
Yefta,3855/BRKR/Jan/2019,"2019-01-12 11:51:30.0",CLOSE
Yefta,3856/BRKR/Jan/2019,"2019-01-12 11:11:45.0",CLOSE
Yefta,3858/BRKR/Jan/2019,"2019-01-11 18:06:45.0",CLOSE
Paul,3861/BJBR/Jan/2019,"2019-01-11 18:03:30.0",CLOSE
Alam,3846/BJBR/Jan/2019,"2019-01-11 17:30:00.0",CLOSE
Nila,3794/BSBB/Jan/2019,"2019-01-11 14:31:00.0",CLOSE
Alam,3844/BJBR/Jan/2019,"2019-01-11 14:30:00.0",CLOSE
Alam,3852/BJBR/Jan/2019,"2019-01-11 14:30:00.0",CLOSE
Fajar,3853/BJBR/Jan/2019,"2019-01-11 10:54:00.0",CLOSE
Alam,3838/BJBR/Jan/2019,"2019-01-10 19:50:15.0",CLOSE
Feby,3826/BSBB/Jan/2019,"2019-01-10 14:53:00.0",CLOSE
Feby,3835/BSBB/Jan/2019,"2019-01-10 14:47:00.0",CLOSE
Alam,3796/BJBR/Jan/2019,"2019-01-10 14:36:30.0",CLOSE
Indri,3822/BRKR/Jan/2019,"2019-01-10 13:50:00.0",CLOSE
Fajar,3817/BJBR/Jan/2019,"2019-01-09 20:09:00.0",CLOSE
Feby,3820/BRKR/Jan/2019,"2019-01-09 18:14:00.0",CLOSE
Paul,3818/BJBR/Jan/2019,"2019-01-09 14:05:15.0",CLOSE
Fajar,3814/BJBR/Jan/2019,"2019-01-09 11:27:00.0",CLOSE
Fajar,3815/BJBR/Jan/2019,"2019-01-08 16:26:00.0",CLOSE
Yefta,3816/BSBB/Jan/2019,"2019-01-08 14:22:15.0",CLOSE
Paul,3812/BJBR/Jan/2019,"2019-01-08 14:17:30.0",CLOSE
Indri,3740/BRKR/Dec/2018,"2019-01-08 14:15:00.0",CLOSE
Fajar,3801/BJBR/Jan/2019,"2019-01-08 12:52:00.0",CLOSE
Paul,3813/BJBR/Jan/2019,"2019-01-08 12:39:30.0",CLOSE
Fajar,3811/BJBR/Jan/2019,"2019-01-08 11:46:00.0",CLOSE
Paul,3804/BJBR/Jan/2019,"2019-01-08 11:08:30.0",CLOSE
Bayu,3833/BPJS/Jan/2019,"2019-01-08 10:08:00.0",CLOSE
Paul,3803/BJBR/Jan/2019,"2019-01-07 20:34:15.0",CLOSE
Yefta,3776/BSBB/Jan/2019,"2019-01-07 18:41:00.0",CLOSE
Fajar,3793/BJBR/Jan/2019,"2019-01-07 17:23:00.0",CLOSE
Yefta,3799/BSBB/Jan/2019,"2019-01-07 15:13:43.0",CLOSE
Fajar,3791/BJBR/Jan/2019,"2019-01-07 14:46:45.0",CLOSE
Paul,3797/BJBR/Jan/2019,"2019-01-07 13:51:00.0",CLOSE
Paul,3798/BJBR/Jan/2019,"2019-01-07 13:50:00.0",CLOSE
Fajar,3790/BJBR/Jan/2019,"2019-01-07 13:26:45.0",CLOSE
Indri,3767/BRKR/Jan/2019,"2019-01-07 13:20:00.0",CLOSE
Paul,3789/BJBR/Jan/2019,"2019-01-07 11:52:15.0",CLOSE
Paul,3795/BJBR/Jan/2019,"2019-01-07 11:52:00.0",CLOSE
Fajar,3792/BJBR/Jan/2019,"2019-01-07 11:26:45.0",CLOSE
Nila,3787/BSBB/Jan/2019,"2019-01-05 15:42:00.0",CLOSE
Bayu,3832/BPJS/Jan/2019,"2019-01-05 08:39:45.0",CLOSE
Yefta,3779/TTNI/Jan/2019,"2019-01-05 08:36:15.0",CLOSE
Yefta,3778/BSBB/Jan/2019,"2019-01-04 20:22:00.0",CLOSE
Fajar,3763/BJBR/Jan/2019,"2019-01-04 19:00:00.0",CLOSE
Wisnu,3780/BJBR/Jan/2019,"2019-01-04 16:57:00.0",CLOSE
Wisnu,3783/BJBR/Jan/2019,"2019-01-04 16:12:00.0",CLOSE
Wisnu,3785/BJBR/Jan/2019,"2019-01-04 15:44:00.0",CLOSE
Wisnu,3781/BJBR/Jan/2019,"2019-01-04 15:22:00.0",CLOSE
Paul,3765/BJBR/Jan/2019,"2019-01-04 12:30:00.0",CLOSE
Wisnu,3777/BJBR/Jan/2019,"2019-01-04 10:11:00.0",CLOSE
Indri,3758/BRKR/Jan/2019,"2019-01-04 10:00:00.0",CLOSE
Nila,3775/TTNI/Jan/2019,"2019-01-04 09:52:00.0",CLOSE
Feby,3587/BJTG/Dec/2018,"2019-01-04 00:00:00.0",CLOSE
Feby,3772/BSBB/Jan/2019,"2019-01-03 19:40:00.0",CLOSE
Feby,3774/BSBB/Jan/2019,"2019-01-03 16:07:00.0",CLOSE
Feby,3773/BSBB/Jan/2019,"2019-01-03 15:50:00.0",CLOSE
Fajar,3764/BJBR/Jan/2019,"2019-01-03 15:30:00.0",CLOSE
Alam,3768/BJBR/Jan/2019,"2019-01-03 14:44:30.0",CLOSE
Fajar,3762/BJBR/Jan/2019,"2019-01-03 12:45:00.0",CLOSE
Nila,3680/TTNI/Dec/2018,"2019-01-03 10:10:00.0",CLOSE
Nila,3760/BSBB/Jan/2019,"2019-01-03 10:05:00.0",CLOSE
Yefta,3690/BSBB/Dec/2018,"2019-01-02 16:56:45.0",CLOSE
Wisnu,3754/BJBR/Jan/2019,"2019-01-02 14:01:00.0",CLOSE
Wisnu,3755/BJBR/Jan/2019,"2019-01-02 13:59:00.0",CLOSE
Bayu,3489/BPJS/Dec/2018,"2019-01-01 22:15:15.0",CLOSE
Nila,3749/BSBB/Jan/2019,"2019-01-01 14:32:00.0",CLOSE
Feby,3737/BSBB/Dec/2018,"2019-01-01 10:56:00.0",CLOSE
Alam,3745/BJBR/Dec/2018,"2018-12-31 20:59:30.0",CLOSE
Alam,3746/BJBR/Dec/2018,"2018-12-31 18:06:15.0",CLOSE
Alam,3742/BJBR/Dec/2018,"2018-12-31 17:34:15.0",CLOSE
Alam,3743/BJBR/Dec/2018,"2018-12-31 17:29:15.0",CLOSE
Feby,3744/BSBB/Dec/2018,"2018-12-31 17:00:00.0",CLOSE
Alam,3738/BJBR/Dec/2018,"2018-12-31 16:49:15.0",CLOSE
Alam,3739/BJBR/Dec/2018,"2018-12-31 14:01:45.0",CLOSE
Feby,3731/BSBB/Dec/2018,"2018-12-31 11:33:00.0",CLOSE
Feby,3734/TTNI/Dec/2018,"2018-12-31 11:18:00.0",CLOSE
Wisnu,3727/BJBR/Dec/2018,"2018-12-29 21:57:00.0",CLOSE
Wisnu,3729/BJBR/Dec/2018,"2018-12-29 21:54:00.0",CLOSE
Wisnu,3728/BJBR/Dec/2018,"2018-12-29 19:01:00.0",CLOSE
Wisnu,3726/BJBR/Dec/2018,"2018-12-29 19:01:00.0",CLOSE
Alam,3694/BJBR/Dec/2018,"2018-12-29 18:27:30.0",CLOSE
Alam,3637/BJBR/Dec/2018,"2018-12-29 12:02:30.0",CLOSE
Wisnu,3719/BJBR/Dec/2018,"2018-12-28 21:04:00.0",CLOSE
Alam,3723/BJBR/Dec/2018,"2018-12-28 21:02:45.0",CLOSE
Wisnu,3720/BJBR/Dec/2018,"2018-12-28 20:23:45.0",CLOSE
Alam,3717/BJBR/Dec/2018,"2018-12-28 18:45:45.0",CLOSE
Wisnu,3721/BJBR/Dec/2018,"2018-12-28 18:38:00.0",CLOSE
Fajar,3713/BJBR/Dec/2018,"2018-12-28 14:04:00.0",CLOSE
Fajar,3709/BJBR/Dec/2018,"2018-12-28 12:01:00.0",CLOSE
Nila,3715/TTNI/Dec/2018,"2018-12-28 08:56:45.0",CLOSE
Bayu,3831/BPJS/Jan/2019,"2018-12-27 17:29:15.0",CLOSE
Wisnu,3704/BJBR/Dec/2018,"2018-12-27 17:24:00.0",CLOSE
Wisnu,3711/BJBR/Dec/2018,"2018-12-27 17:00:00.0",CLOSE
Wisnu,3712/BJBR/Dec/2018,"2018-12-27 16:44:00.0",CLOSE
Wisnu,3706/BJBR/Dec/2018,"2018-12-27 15:53:00.0",CLOSE
Nila,3701/TTNI/Dec/2018,"2018-12-27 14:00:00.0",CLOSE
Nila,3707/BSBB/Dec/2018,"2018-12-27 12:54:00.0",CLOSE
Feby,3622/TTNI/Dec/2018,"2018-12-27 11:09:00.0",CLOSE
Fajar,3695/BJBR/Dec/2018,"2018-12-27 10:34:00.0",CLOSE
Alam,3702/BJBR/Dec/2018,"2018-12-26 17:25:15.0",CLOSE
Alam,3703/BJBR/Dec/2018,"2018-12-26 17:12:15.0",CLOSE
Bayu,3830/BPJS/Jan/2019,"2018-12-26 16:54:30.0",CLOSE
Indri,3700/BRKR/Dec/2018,"2018-12-26 15:30:00.0",CLOSE
Alam,3696/BJBR/Dec/2018,"2018-12-26 15:04:15.0",CLOSE
Nila,3699/TTNI/Dec/2018,"2018-12-26 14:18:00.0",CLOSE
Wisnu,3691/BJBR/Dec/2018,"2018-12-26 13:02:15.0",CLOSE
Wisnu,3697/BJBR/Dec/2018,"2018-12-26 12:12:00.0",CLOSE
Alam,3698/BJBR/Dec/2018,"2018-12-26 11:16:15.0",CLOSE
Bayu,3829/BPJS/Jan/2019,"2018-12-23 10:44:45.0",CLOSE
Feby,3689/BSBB/Dec/2018,"2018-12-22 16:43:00.0",CLOSE
Feby,3651/BRKR/Dec/2018,"2018-12-22 13:45:00.0",CLOSE
Paul,3687/BJBR/Dec/2018,"2018-12-21 21:17:00.0",CLOSE
Paul,3688/BJBR/Dec/2018,"2018-12-21 20:12:00.0",CLOSE
Paul,3683/BJBR/Dec/2018,"2018-12-21 17:06:00.0",CLOSE
Paul,3685/BJBR/Dec/2018,"2018-12-21 15:44:00.0",CLOSE
Paul,3684/BJBR/Dec/2018,"2018-12-21 11:27:00.0",CLOSE
Paul,3681/BJBR/Dec/2018,"2018-12-20 17:07:15.0",CLOSE
Paul,3671/BJBR/Dec/2018,"2018-12-20 16:46:45.0",CLOSE
Yefta,3668/BSBB/Dec/2018,"2018-12-20 15:10:45.0",CLOSE
Paul,3677/BJBR/Dec/2018,"2018-12-20 14:27:45.0",CLOSE
Paul,3676/BJBR/Dec/2018,"2018-12-20 14:01:30.0",CLOSE
Paul,3670/BJBR/Dec/2018,"2018-12-20 13:46:15.0",CLOSE
Paul,3678/BJBR/Dec/2018,"2018-12-20 13:20:45.0",CLOSE
Paul,3679/BJBR/Dec/2018,"2018-12-20 12:00:45.0",CLOSE
Yefta,3673/BSBB/Dec/2018,"2018-12-20 11:02:45.0",CLOSE
Yefta,3675/TTNI/Dec/2018,"2018-12-20 10:45:15.0",CLOSE
Alam,3661/BJBR/Dec/2018,"2018-12-20 08:42:30.0",CLOSE
Alam,3674/BJBR/Dec/2018,"2018-12-19 23:41:30.0",CLOSE
Alam,3667/BJBR/Dec/2018,"2018-12-19 19:59:15.0",CLOSE
Alam,3641/BJBR/Dec/2018,"2018-12-19 18:10:30.0",CLOSE
Alam,3669/BJBR/Dec/2018,"2018-12-19 15:38:15.0",CLOSE
Nila,3666/BPRKS/Dec/2018,"2018-12-19 15:30:00.0",CLOSE
Paul,3662/BJBR/Dec/2018,"2018-12-19 13:27:45.0",CLOSE
Yefta,3630/BSBB/Dec/2018,"2018-12-19 13:12:45.0",CLOSE
Nila,3656/BSBB/Dec/2018,"2018-12-19 13:05:00.0",CLOSE
Paul,3658/BJBR/Dec/2018,"2018-12-19 10:15:15.0",CLOSE
Nila,3659/BSBB/Dec/2018,"2018-12-19 10:15:00.0",CLOSE
Yefta,3657/BSBB/Dec/2018,"2018-12-19 09:02:15.0",CLOSE
Paul,3660/BJBR/Dec/2018,"2018-12-18 22:00:15.0",CLOSE
Yefta,3654/BSBB/Dec/2018,"2018-12-18 18:23:00.0",CLOSE
Alam,3655/BJBR/Dec/2018,"2018-12-18 16:01:00.0",CLOSE
Yefta,3652/BSBB/Dec/2018,"2018-12-18 13:35:45.0",CLOSE
Fajar,3650/BJBR/Dec/2018,"2018-12-18 11:18:00.0",CLOSE
Fajar,3646/BJBR/Dec/2018,"2018-12-18 10:46:00.0",CLOSE
Fajar,3649/BJBR/Dec/2018,"2018-12-18 10:42:00.0",CLOSE
Fajar,3647/BJBR/Dec/2018,"2018-12-18 10:29:00.0",CLOSE
Bayu,3827/BPJS/Jan/2019,"2018-12-18 08:03:15.0",CLOSE
Paul,3595/BJBR/Dec/2018,"2018-12-17 21:28:15.0",CLOSE
Feby,3645/TTNI/Dec/2018,"2018-12-17 16:39:00.0",CLOSE
Fajar,3643/BJBR/Dec/2018,"2018-12-17 13:19:00.0",CLOSE
Feby,3644/BSBB/Dec/2018,"2018-12-17 12:10:00.0",CLOSE
Fajar,3638/BJBR/Dec/2018,"2018-12-17 11:50:00.0",CLOSE
Paul,3636/BJBR/Dec/2018,"2018-12-16 18:57:15.0",CLOSE
Feby,3635/BSBB/Dec/2018,"2018-12-16 15:34:00.0",CLOSE
Paul,3633/BJBR/Dec/2018,"2018-12-15 18:44:15.0",CLOSE
Paul,3634/BJBR/Dec/2018,"2018-12-15 15:47:45.0",CLOSE
Paul,3632/BJBR/Dec/2018,"2018-12-15 14:06:30.0",CLOSE
Paul,3631/BJBR/Dec/2018,"2018-12-15 12:43:00.0",CLOSE
Alam,3625/BJBR/Dec/2018,"2018-12-14 17:20:15.0",CLOSE
Alam,3627/BJBR/Dec/2018,"2018-12-14 16:08:30.0",CLOSE
Yefta,3628/BSBB/Dec/2018,"2018-12-14 16:00:00.0",CLOSE
Yefta,3624/BSBB/Dec/2018,"2018-12-14 15:24:45.0",CLOSE
Alam,3608/BJBR/Dec/2018,"2018-12-14 14:00:15.0",CLOSE
Paul,3617/BJBR/Dec/2018,"2018-12-14 11:48:45.0",CLOSE
Paul,3623/BJBR/Dec/2018,"2018-12-14 11:06:30.0",CLOSE
Paul,3618/BJBR/Dec/2018,"2018-12-14 10:40:15.0",CLOSE
Bayu,3825/BPJS/Jan/2019,"2018-12-13 22:00:00.0",CLOSE
Alam,3621/BJBR/Dec/2018,"2018-12-13 20:06:15.0",CLOSE
Alam,3619/BJBR/Dec/2018,"2018-12-13 18:28:30.0",CLOSE
Nila,3616/BSBB/Dec/2018,"2018-12-13 17:22:00.0",CLOSE
Alam,3620/BJBR/Dec/2018,"2018-12-13 16:56:30.0",CLOSE
Nila,3614/TTNI/Dec/2018,"2018-12-13 15:59:00.0",CLOSE
Nila,3615/BSBB/Dec/2018,"2018-12-13 15:35:00.0",CLOSE
Alam,3606/BJBR/Dec/2018,"2018-12-13 14:51:30.0",CLOSE
Alam,3605/BJBR/Dec/2018,"2018-12-13 14:24:30.0",CLOSE
Alam,3607/BJBR/Dec/2018,"2018-12-13 14:20:30.0",CLOSE
Nila,3554/BSBB/Dec/2018,"2018-12-13 08:14:00.0",CLOSE
Paul,3609/BJBR/Dec/2018,"2018-12-13 03:29:45.0",CLOSE
Alam,3603/BJBR/Dec/2018,"2018-12-12 19:27:45.0",CLOSE
Alam,3596/BJBR/Dec/2018,"2018-12-12 18:04:15.0",CLOSE
Nila,3589/BSBB/Dec/2018,"2018-12-12 16:40:00.0",CLOSE
Nila,3598/TTNI/Dec/2018,"2018-12-12 14:35:00.0",CLOSE
Alam,3597/BJBR/Dec/2018,"2018-12-12 14:11:00.0",CLOSE
Fajar,3591/BJBR/Dec/2018,"2018-12-11 17:05:00.0",CLOSE
Feby,3593/TTNI/Dec/2018,"2018-12-11 17:00:00.0",CLOSE
Fajar,3588/BJBR/Dec/2018,"2018-12-11 15:48:00.0",CLOSE
Fajar,3592/BJBR/Dec/2018,"2018-12-11 15:42:00.0",CLOSE
Alam,3585/BJBR/Dec/2018,"2018-12-11 14:04:45.0",CLOSE
Indri,3566/BRKR/Dec/2018,"2018-12-11 12:29:00.0",CLOSE
Alam,3578/BJBR/Dec/2018,"2018-12-11 11:21:00.0",CLOSE
Alam,3582/BJBR/Dec/2018,"2018-12-11 11:06:00.0",CLOSE
Alam,3576/BJBR/Dec/2018,"2018-12-11 10:48:15.0",CLOSE
Nila,3584/TTNI/Dec/2018,"2018-12-11 10:14:00.0",CLOSE
Alam,3580/BJBR/Dec/2018,"2018-12-10 23:48:45.0",CLOSE
Fajar,3570/BJBR/Dec/2018,"2018-12-10 15:17:00.0",CLOSE
Paul,3569/BJBR/Dec/2018,"2018-12-10 14:24:30.0",CLOSE
Fajar,3575/BJBR/Dec/2018,"2018-12-10 13:59:00.0",CLOSE
Paul,3571/BJBR/Dec/2018,"2018-12-10 13:09:30.0",CLOSE
Indri,3499/BRKR/Dec/2018,"2018-12-10 09:30:00.0",CLOSE
Paul,3567/BJBR/Dec/2018,"2018-12-09 20:52:15.0",CLOSE
Yefta,3562/TTNI/Dec/2018,"2018-12-09 15:26:30.0",CLOSE
Yefta,3531/BRKR/Dec/2018,"2018-12-08 14:05:30.0",CLOSE
Yefta,3539/TTNI/Dec/2018,"2018-12-08 13:58:00.0",CLOSE
Nila,3555/TTNI/Dec/2018,"2018-12-07 18:00:00.0",CLOSE
Yefta,3552/BSBB/Dec/2018,"2018-12-07 17:43:30.0",CLOSE
Feby,3553/BSBB/Dec/2018,"2018-12-07 17:43:00.0",CLOSE
Alam,3551/BJBR/Dec/2018,"2018-12-07 17:23:30.0",CLOSE
Nila,3537/BSBB/Dec/2018,"2018-12-07 14:40:00.0",CLOSE
Alam,3546/BJBR/Dec/2018,"2018-12-07 14:20:30.0",CLOSE
Alam,3549/BJBR/Dec/2018,"2018-12-07 13:35:00.0",CLOSE
Nila,3540/BSBB/Dec/2018,"2018-12-07 13:20:00.0",CLOSE
Fajar,3548/BJBR/Dec/2018,"2018-12-07 10:50:00.0",CLOSE
Fajar,3547/BJBR/Dec/2018,"2018-12-07 10:43:00.0",CLOSE
Fajar,3545/BJBR/Dec/2018,"2018-12-07 09:24:00.0",CLOSE
Fajar,3542/BJBR/Dec/2018,"2018-12-07 09:06:00.0",CLOSE
Nila,3504/BRKR/Dec/2018,"2018-12-06 18:35:00.0",CLOSE
Paul,3541/BJBR/Dec/2018,"2018-12-06 17:23:00.0",CLOSE
Paul,3535/BJBR/Dec/2018,"2018-12-06 17:22:00.0",CLOSE
Bayu,3824/BPJS/Jan/2019,"2018-12-06 14:00:30.0",CLOSE
Nila,3538/BSBB/Dec/2018,"2018-12-06 13:35:00.0",CLOSE
Nila,3530/BSBB/Dec/2018,"2018-12-06 11:00:00.0",CLOSE
Alam,3526/BJBR/Dec/2018,"2018-12-06 10:46:45.0",CLOSE
Alam,3533/BJBR/Dec/2018,"2018-12-06 10:30:45.0",CLOSE
Nila,3543/TTNI/Dec/2018,"2018-12-06 09:41:00.0",CLOSE
Alam,3512/BJBR/Dec/2018,"2018-12-06 09:31:45.0",CLOSE
Vian,3529/BPJS/Dec/2018,"2018-12-05 20:46:45.0",CLOSE
Paul,3527/BJBR/Dec/2018,"2018-12-05 18:55:00.0",CLOSE
Alam,3514/BJBR/Dec/2018,"2018-12-05 15:26:00.0",CLOSE
Paul,3522/BJBR/Dec/2018,"2018-12-05 15:04:15.0",CLOSE
Feby,3525/BSBB/Dec/2018,"2018-12-05 15:00:00.0",CLOSE
Paul,3524/BJBR/Dec/2018,"2018-12-05 13:08:15.0",CLOSE
Alam,3518/BJBR/Dec/2018,"2018-12-05 11:38:00.0",CLOSE
Alam,3513/BJBR/Dec/2018,"2018-12-05 10:17:00.0",CLOSE
Paul,3515/BJBR/Dec/2018,"2018-12-05 09:47:30.0",CLOSE
Nila,3520/BSBB/Dec/2018,"2018-12-05 09:29:00.0",CLOSE
Paul,3508/BJBR/Dec/2018,"2018-12-04 20:11:30.0",CLOSE
Paul,3516/BJBR/Dec/2018,"2018-12-04 20:08:00.0",CLOSE
Paul,3517/BJBR/Dec/2018,"2018-12-04 19:46:00.0",CLOSE
Alam,3507/BJBR/Dec/2018,"2018-12-04 17:00:00.0",CLOSE
Paul,3510/BJBR/Dec/2018,"2018-12-04 15:26:30.0",CLOSE
Paul,3509/BJBR/Dec/2018,"2018-12-04 14:44:00.0",CLOSE
Paul,3503/BJBR/Dec/2018,"2018-12-04 14:15:15.0",CLOSE
Paul,3500/BJBR/Dec/2018,"2018-12-04 13:44:45.0",CLOSE
Paul,3505/BJBR/Dec/2018,"2018-12-04 13:38:15.0",CLOSE
Indri,3495/BRKR/Dec/2018,"2018-12-04 13:30:00.0",CLOSE
Fajar,3498/BJBR/Dec/2018,"2018-12-04 13:21:00.0",CLOSE
Alam,3447/BJBR/Nov/2018,"2018-12-04 13:02:45.0",CLOSE
Alam,3420/BJBR/Nov/2018,"2018-12-04 13:02:45.0",CLOSE
Alam,3491/BJBR/Dec/2018,"2018-12-04 13:00:00.0",CLOSE
Paul,3502/BJBR/Dec/2018,"2018-12-04 11:25:15.0",CLOSE
Paul,3493/BJBR/Dec/2018,"2018-12-03 19:04:00.0",CLOSE
Paul,3492/BJBR/Dec/2018,"2018-12-03 16:20:15.0",CLOSE
Vian,3497/BPJS/Dec/2018,"2018-12-03 15:51:30.0",CLOSE
Paul,3496/BJBR/Dec/2018,"2018-12-03 15:46:15.0",CLOSE
Feby,3487/BSBB/Dec/2018,"2018-12-03 13:04:00.0",CLOSE
Fajar,3490/BJBR/Dec/2018,"2018-12-03 10:36:00.0",CLOSE
Yefta,3488/BSBB/Dec/2018,"2018-12-02 15:31:30.0",CLOSE
Paul,3484/BJBR/Dec/2018,"2018-12-01 22:07:30.0",CLOSE
Dicky,3485/BPJS/Dec/2018,"2018-12-01 15:46:45.0",CLOSE
Nila,3480/TTNI/Dec/2018,"2018-12-01 13:00:00.0",CLOSE
Alam,3479/BJBR/Dec/2018,"2018-12-01 11:24:15.0",CLOSE
Nila,3483/TTNI/Dec/2018,"2018-12-01 10:58:00.0",CLOSE
Yefta,3203/TTNI/Nov/2018,"2018-12-01 09:25:30.0",CLOSE
Nila,3474/TTNI/Nov/2018,"2018-12-01 08:44:00.0",CLOSE
Paul,3472/BJBR/Nov/2018,"2018-11-30 15:43:00.0",CLOSE
Nila,3477/TTNI/Nov/2018,"2018-11-30 15:19:00.0",CLOSE
Nila,3478/TTNI/Nov/2018,"2018-11-30 15:10:00.0",CLOSE
Indri,3444/BRKR/Nov/2018,"2018-11-30 14:35:00.0",CLOSE
Alam,3475/BJBR/Nov/2018,"2018-11-30 13:55:00.0",CLOSE
Nila,3465/TTNI/Nov/2018,"2018-11-30 13:45:00.0",CLOSE
Feby,3469/TTNI/Nov/2018,"2018-11-29 17:15:00.0",CLOSE
Feby,3468/BSBB/Nov/2018,"2018-11-29 16:46:00.0",CLOSE
Indri,3451/BRKR/Nov/2018,"2018-11-29 15:00:00.0",CLOSE
Fajar,3467/BJBR/Nov/2018,"2018-11-29 14:46:00.0",CLOSE
Fajar,3466/BJBR/Nov/2018,"2018-11-29 12:14:00.0",CLOSE
Fajar,3464/BJBR/Nov/2018,"2018-11-29 11:13:00.0",CLOSE
Fajar,3462/BJBR/Nov/2018,"2018-11-29 10:28:00.0",CLOSE
Feby,3461/BSBB/Nov/2018,"2018-11-29 10:09:00.0",CLOSE
Paul,3460/BJBR/Nov/2018,"2018-11-28 17:40:00.0",CLOSE
Paul,3459/BJBR/Nov/2018,"2018-11-28 15:02:45.0",CLOSE
Fajar,3458/BJBR/Nov/2018,"2018-11-28 15:00:00.0",CLOSE
Paul,3453/BJBR/Nov/2018,"2018-11-28 14:32:00.0",CLOSE
Nila,3455/TTNI/Nov/2018,"2018-11-28 14:29:00.0",CLOSE
Paul,3457/BJBR/Nov/2018,"2018-11-28 14:22:00.0",CLOSE
Paul,3450/BJBR/Nov/2018,"2018-11-28 13:16:15.0",CLOSE
Paul,3449/BJBR/Nov/2018,"2018-11-28 13:13:00.0",CLOSE
Paul,3456/BJBR/Nov/2018,"2018-11-28 12:31:00.0",CLOSE
Paul,3452/BJBR/Nov/2018,"2018-11-28 10:45:00.0",CLOSE
Bayu,3454/BPJS/Nov/2018,"2018-11-28 09:03:30.0",CLOSE
Indri,3394/BRKR/Nov/2018,"2018-11-27 17:45:00.0",CLOSE
Paul,3448/BJBR/Nov/2018,"2018-11-27 17:15:45.0",CLOSE
Yefta,3435/BSBB/Nov/2018,"2018-11-27 16:57:00.0",CLOSE
Paul,3441/BJBR/Nov/2018,"2018-11-27 15:20:15.0",CLOSE
Paul,3446/BJBR/Nov/2018,"2018-11-27 14:15:45.0",CLOSE
Feby,3471/BJTG/Nov/2018,"2018-11-27 14:00:00.0",CLOSE
Feby,3440/TTNI/Nov/2018,"2018-11-27 13:58:00.0",CLOSE
Feby,3442/TTNI/Nov/2018,"2018-11-27 13:43:00.0",CLOSE
Yefta,3433/BSBB/Nov/2018,"2018-11-27 13:27:00.0",CLOSE
Nila,3439/BPRKS/Nov/2018,"2018-11-27 13:20:00.0",CLOSE
Paul,3434/BJBR/Nov/2018,"2018-11-27 12:16:00.0",CLOSE
Feby,3443/TTNI/Nov/2018,"2018-11-27 11:18:00.0",CLOSE
Feby,3429/BSBB/Nov/2018,"2018-11-27 10:32:00.0",CLOSE
Fajar,3422/BJBR/Nov/2018,"2018-11-27 10:30:00.0",CLOSE
Fajar,3432/BJBR/Nov/2018,"2018-11-27 10:26:00.0",CLOSE
Fajar,3430/BJBR/Nov/2018,"2018-11-26 21:11:00.0",CLOSE
Alam,3421/BJBR/Nov/2018,"2018-11-26 13:56:45.0",CLOSE
Indri,3424/BRKR/Nov/2018,"2018-11-26 10:16:00.0",CLOSE
Feby,3428/TTNI/Nov/2018,"2018-11-26 09:56:00.0",CLOSE
Feby,3425/BSBB/Nov/2018,"2018-11-26 09:11:00.0",CLOSE
Paul,3310/BJBR/Nov/2018,"2018-11-25 13:30:15.0",CLOSE
Paul,3419/BJBR/Nov/2018,"2018-11-24 16:21:15.0",CLOSE
Yefta,3415/BSBB/Nov/2018,"2018-11-24 10:23:45.0",CLOSE
Paul,3403/BJBR/Nov/2018,"2018-11-23 17:40:45.0",CLOSE
Bayu,3418/BPJS/Nov/2018,"2018-11-23 17:30:00.0",CLOSE
Feby,3405/BSBB/Nov/2018,"2018-11-23 13:55:00.0",CLOSE
Nila,3412/TTNI/Nov/2018,"2018-11-23 13:39:00.0",CLOSE
Yefta,3400/BSBB/Nov/2018,"2018-11-23 13:05:09.0",CLOSE
Alam,3407/BJBR/Nov/2018,"2018-11-23 12:47:45.0",CLOSE
Nila,3354/BSBB/Nov/2018,"2018-11-23 10:55:00.0",CLOSE
Yefta,3399/BSBB/Nov/2018,"2018-11-23 10:10:30.0",CLOSE
Fajar,3411/BJBR/Nov/2018,"2018-11-22 22:27:00.0",CLOSE
Fajar,3409/BJBR/Nov/2018,"2018-11-22 20:41:30.0",CLOSE
Fajar,3406/BJBR/Nov/2018,"2018-11-22 16:34:15.0",CLOSE
Fajar,3402/BJBR/Nov/2018,"2018-11-22 16:28:15.0",CLOSE
Feby,3408/TTNI/Nov/2018,"2018-11-22 16:26:00.0",CLOSE
Rama,3396/BJBR/Nov/2018,"2018-11-22 13:50:00.0",CLOSE
