operator,id_ticket,date,activity
Alam,5357/BJBR/May/2019,"2019-05-22 13:53:15.0",CLOSE
Alam,5258/BJBR/May/2019,"2019-05-22 13:24:15.0",CLOSE
Sayyid,5352/BSBB/May/2019,"2019-05-22 13:20:15.0",CLOSE
Sayyid,5360/BRKR/May/2019,"2019-05-22 13:04:15.0",CLOSE
Alam,5340/BJBR/May/2019,"2019-05-22 12:50:15.0",CLOSE
Fajar,5106/BJBR/May/2019,"2019-05-22 12:43:00.0",CLOSE
Laura,5267/BRKR/May/2019,"2019-05-22 10:30:00.0",CLOSE
Alam,5339/BJBR/May/2019,"2019-05-21 22:59:00.0",CLOSE
Alam,5311/BJBR/May/2019,"2019-05-21 22:58:00.0",CLOSE
Alam,5338/BJBR/May/2019,"2019-05-21 22:58:00.0",CLOSE
Alam,5342/BJBR/May/2019,"2019-05-21 22:29:00.0",CLOSE
Alam,5336/BJBR/May/2019,"2019-05-21 22:15:00.0",CLOSE
Paul,5327/BJBR/May/2019,"2019-05-21 21:10:15.0",CLOSE
Paul,5337/BJBR/May/2019,"2019-05-21 20:40:15.0",CLOSE
Sayyid,5343/BRKR/May/2019,"2019-05-21 20:32:15.0",CLOSE
Paul,5334/BJBR/May/2019,"2019-05-21 19:29:15.0",CLOSE
Alam,5312/BJBR/May/2019,"2019-05-21 17:39:00.0",CLOSE
Paul,5329/BJBR/May/2019,"2019-05-21 17:18:15.0",CLOSE
Paul,5324/BJBR/May/2019,"2019-05-21 17:10:00.0",CLOSE
Siwi,5333/BRKR/May/2019,"2019-05-21 16:31:15.0",CLOSE
Siwi,5292/BRKR/May/2019,"2019-05-21 16:20:15.0",CLOSE
Feby,5328/BSBB/May/2019,"2019-05-21 15:37:00.0",CLOSE
Paul,5297/BJBR/May/2019,"2019-05-21 15:22:30.0",CLOSE
Feby,5320/BSBB/May/2019,"2019-05-21 15:15:00.0",CLOSE
Paul,5313/BJBR/May/2019,"2019-05-21 15:02:00.0",CLOSE
Paul,5331/BJBR/May/2019,"2019-05-21 14:04:00.0",CLOSE
Paul,5330/BJBR/May/2019,"2019-05-21 13:44:30.0",CLOSE
Alam,5279/BJBR/May/2019,"2019-05-21 13:25:00.0",CLOSE
Siwi,5305/BRKR/May/2019,"2019-05-21 12:25:15.0",CLOSE
Sayyid,5304/BSBB/May/2019,"2019-05-21 12:20:15.0",CLOSE
Paul,5294/BJBR/May/2019,"2019-05-21 11:39:30.0",CLOSE
Paul,5306/BJBR/May/2019,"2019-05-21 11:30:00.0",CLOSE
Paul,5316/BJBR/May/2019,"2019-05-21 10:50:30.0",CLOSE
Paul,5300/BJBR/May/2019,"2019-05-21 09:58:30.0",CLOSE
Siwi,5298/BRKR/May/2019,"2019-05-21 09:24:15.0",CLOSE
Paul,5281/BJBR/May/2019,"2019-05-20 21:58:30.0",CLOSE
Paul,5318/BJBR/May/2019,"2019-05-20 21:34:30.0",CLOSE
Yefta,5314/BJBR/May/2019,"2019-05-20 21:27:45.0",CLOSE
Yefta,5309/BJBR/May/2019,"2019-05-20 17:57:45.0",CLOSE
Paul,5285/BJBR/May/2019,"2019-05-20 16:53:30.0",CLOSE
Sayyid,5219/BSBB/May/2019,"2019-05-20 16:45:30.0",CLOSE
Yefta,5296/BJBR/May/2019,"2019-05-20 15:59:15.0",CLOSE
Yefta,5308/BJBR/May/2019,"2019-05-20 15:56:15.0",CLOSE
Yefta,5293/BJBR/May/2019,"2019-05-20 15:41:15.0",CLOSE
Paul,5226/BJBR/May/2019,"2019-05-20 15:16:30.0",CLOSE
Paul,5272/BJBR/May/2019,"2019-05-20 15:15:30.0",CLOSE
Yefta,5291/BJBR/May/2019,"2019-05-20 14:07:00.0",CLOSE
Paul,5266/BJBR/May/2019,"2019-05-20 13:55:30.0",CLOSE
Yefta,5302/BJBR/May/2019,"2019-05-20 13:28:15.0",CLOSE
Yefta,5303/BJBR/May/2019,"2019-05-20 13:28:15.0",CLOSE
Yefta,5290/BJBR/May/2019,"2019-05-20 12:38:00.0",CLOSE
Yefta,5295/BJBR/May/2019,"2019-05-20 10:40:00.0",CLOSE
Yefta,5287/BJBR/May/2019,"2019-05-20 10:25:30.0",CLOSE
Yefta,5284/BJBR/May/2019,"2019-05-19 20:03:00.0",CLOSE
Yefta,5282/BJBR/May/2019,"2019-05-19 14:48:30.0",CLOSE
Yefta,5280/BJBR/May/2019,"2019-05-19 13:45:30.0",CLOSE
Paul,5216/BJBR/May/2019,"2019-05-19 11:12:00.0",CLOSE
Paul,5273/BJBR/May/2019,"2019-05-18 23:56:00.0",CLOSE
Paul,5275/BJBR/May/2019,"2019-05-18 22:29:30.0",CLOSE
Alam,5278/BJBR/May/2019,"2019-05-18 17:19:30.0",CLOSE
Alam,5277/BJBR/May/2019,"2019-05-18 17:00:30.0",CLOSE
Alam,5270/BJBR/May/2019,"2019-05-18 12:03:00.0",CLOSE
Bayu,5465/BPJS/May/2019,"2019-05-17 22:36:00.0",CLOSE
Yefta,5265/BJBR/May/2019,"2019-05-17 20:18:00.0",CLOSE
Yefta,5269/BJBR/May/2019,"2019-05-17 18:34:00.0",CLOSE
Yefta,5264/BJBR/May/2019,"2019-05-17 17:34:00.0",CLOSE
Fajar,5228/BJBR/May/2019,"2019-05-17 16:03:00.0",CLOSE
Sayyid,5195/BSBB/May/2019,"2019-05-17 15:54:30.0",CLOSE
Yefta,5260/BJBR/May/2019,"2019-05-17 15:00:15.0",CLOSE
Fajar,5254/BJBR/May/2019,"2019-05-17 14:30:00.0",CLOSE
Sayyid,5262/BSBB/May/2019,"2019-05-17 14:21:30.0",CLOSE
Alam,5236/BJBR/May/2019,"2019-05-17 13:50:30.0",CLOSE
Fajar,5251/BJBR/May/2019,"2019-05-17 13:50:00.0",CLOSE
Fajar,5261/BJBR/May/2019,"2019-05-17 13:19:00.0",CLOSE
Alam,5233/BJBR/May/2019,"2019-05-17 12:11:00.0",CLOSE
Alam,5248/BJBR/May/2019,"2019-05-17 11:27:15.0",CLOSE
Alam,5259/BJBR/May/2019,"2019-05-17 11:14:15.0",CLOSE
Alam,5252/BJBR/May/2019,"2019-05-17 10:35:15.0",CLOSE
Alam,5244/BJBR/May/2019,"2019-05-17 09:43:00.0",CLOSE
Alam,5221/BJBR/May/2019,"2019-05-16 21:29:45.0",CLOSE
Alam,5250/BJBR/May/2019,"2019-05-16 21:13:45.0",CLOSE
Fajar,5246/BJBR/May/2019,"2019-05-16 20:37:00.0",CLOSE
Fajar,5209/BJBR/May/2019,"2019-05-16 18:15:00.0",CLOSE
Siwi,5243/BRKR/May/2019,"2019-05-16 16:44:00.0",CLOSE
Fajar,5249/BJBR/May/2019,"2019-05-16 16:19:00.0",CLOSE
Fajar,5208/BJBR/May/2019,"2019-05-16 15:14:00.0",CLOSE
Fajar,5234/BJBR/May/2019,"2019-05-16 14:41:00.0",CLOSE
Yefta,5242/BJBR/May/2019,"2019-05-16 14:32:15.0",CLOSE
Alam,5230/BJBR/May/2019,"2019-05-16 13:18:00.0",CLOSE
Yefta,5237/BJBR/May/2019,"2019-05-16 13:11:45.0",CLOSE
Yefta,5240/BJBR/May/2019,"2019-05-16 12:36:45.0",CLOSE
Sayyid,5197/BSBB/May/2019,"2019-05-16 09:28:00.0",CLOSE
Feby,5224/BSBB/May/2019,"2019-05-15 16:05:00.0",CLOSE
Alam,5146/BJBR/May/2019,"2019-05-15 15:33:45.0",CLOSE
Yefta,5225/BJBR/May/2019,"2019-05-15 15:29:15.0",CLOSE
Yefta,5231/BJBR/May/2019,"2019-05-15 15:29:15.0",CLOSE
Alam,5166/BJBR/May/2019,"2019-05-15 14:00:45.0",CLOSE
Bayu,5464/BPJS/May/2019,"2019-05-15 13:49:00.0",CLOSE
Alam,5193/BJBR/May/2019,"2019-05-15 13:05:45.0",CLOSE
Paul,5220/BJBR/May/2019,"2019-05-15 13:02:00.0",CLOSE
Alam,5181/BJBR/May/2019,"2019-05-15 12:38:45.0",CLOSE
Yefta,5227/BJBR/May/2019,"2019-05-15 12:30:30.0",CLOSE
Paul,5184/BJBR/May/2019,"2019-05-15 11:25:00.0",CLOSE
Paul,5223/BJBR/May/2019,"2019-05-15 11:06:00.0",CLOSE
Paul,5163/BJBR/May/2019,"2019-05-15 10:48:00.0",CLOSE
Paul,5215/BJBR/May/2019,"2019-05-15 10:07:00.0",CLOSE
Paul,5222/BJBR/May/2019,"2019-05-15 09:44:00.0",CLOSE
Alam,5190/BJBR/May/2019,"2019-05-14 20:14:45.0",CLOSE
Siwi,5217/BRKR/May/2019,"2019-05-14 19:44:15.0",CLOSE
Paul,5198/BJBR/May/2019,"2019-05-14 19:28:45.0",CLOSE
Fajar,5218/BJBR/May/2019,"2019-05-14 18:15:00.0",CLOSE
Siwi,5201/BRKR/May/2019,"2019-05-14 17:10:15.0",CLOSE
Laura,5189/BSBB/May/2019,"2019-05-14 17:09:00.0",CLOSE
Siwi,5212/BRKR/May/2019,"2019-05-14 15:49:15.0",CLOSE
Fajar,5203/BJBR/May/2019,"2019-05-14 15:41:00.0",CLOSE
Fajar,5210/BJBR/May/2019,"2019-05-14 15:37:00.0",CLOSE
Fajar,5211/BJBR/May/2019,"2019-05-14 15:30:00.0",CLOSE
Fajar,5196/BJBR/May/2019,"2019-05-14 15:24:00.0",CLOSE
Laura,5213/BSBB/May/2019,"2019-05-14 15:10:00.0",CLOSE
Fajar,5206/BJBR/May/2019,"2019-05-14 14:11:00.0",CLOSE
Fajar,5204/BJBR/May/2019,"2019-05-14 13:14:00.0",CLOSE
Fajar,5187/BJBR/May/2019,"2019-05-14 12:27:00.0",CLOSE
Yefta,5207/BJBR/May/2019,"2019-05-14 11:20:00.0",CLOSE
Yefta,5199/BJBR/May/2019,"2019-05-14 10:27:00.0",CLOSE
Alam,5144/BJBR/May/2019,"2019-05-14 09:36:45.0",CLOSE
Siwi,5202/BRKR/May/2019,"2019-05-14 09:30:15.0",CLOSE
Yefta,5200/BJBR/May/2019,"2019-05-14 08:32:00.0",CLOSE
Siwi,5162/BRKR/May/2019,"2019-05-13 18:33:45.0",CLOSE
Laura,5154/BRKR/May/2019,"2019-05-13 17:39:00.0",CLOSE
Laura,5109/BSBB/May/2019,"2019-05-13 17:00:00.0",CLOSE
Yefta,5194/BJBR/May/2019,"2019-05-13 16:32:00.0",CLOSE
Yefta,5171/BJBR/May/2019,"2019-05-13 15:31:00.0",CLOSE
Siwi,5179/BRKR/May/2019,"2019-05-13 15:00:15.0",CLOSE
Yefta,5191/BJBR/May/2019,"2019-05-13 14:51:30.0",CLOSE
Alam,5155/BJBR/May/2019,"2019-05-13 13:39:45.0",CLOSE
Yefta,5183/BJBR/May/2019,"2019-05-13 13:28:15.0",CLOSE
Yefta,5176/BJBR/May/2019,"2019-05-13 13:28:15.0",CLOSE
Alam,5157/BJBR/May/2019,"2019-05-13 13:09:45.0",CLOSE
Yefta,5160/BJBR/May/2019,"2019-05-13 11:34:45.0",CLOSE
Yefta,5186/BJBR/May/2019,"2019-05-13 11:22:45.0",CLOSE
Feby,5178/BSBB/May/2019,"2019-05-13 09:40:00.0",CLOSE
Sayyid,5177/BSBB/May/2019,"2019-05-12 15:45:00.0",CLOSE
Paul,5174/BJBR/May/2019,"2019-05-12 12:29:45.0",CLOSE
Sayyid,5159/BRKR/May/2019,"2019-05-12 11:57:00.0",CLOSE
Sayyid,5108/BSBB/May/2019,"2019-05-12 11:40:00.0",CLOSE
Sayyid,5047/BSBB/May/2019,"2019-05-12 10:40:00.0",CLOSE
Alam,5173/BJBR/May/2019,"2019-05-12 08:59:45.0",CLOSE
Sayyid,5170/BSBB/May/2019,"2019-05-11 16:36:30.0",CLOSE
Yefta,5134/BJBR/May/2019,"2019-05-11 15:32:00.0",CLOSE
Yefta,5169/BJBR/May/2019,"2019-05-11 13:36:45.0",CLOSE
Yefta,5165/BJBR/May/2019,"2019-05-10 22:32:00.0",CLOSE
Sayyid,5158/BRKR/May/2019,"2019-05-10 21:59:30.0",CLOSE
Yefta,5168/BJBR/May/2019,"2019-05-10 21:36:00.0",CLOSE
Yefta,5153/BJBR/May/2019,"2019-05-10 18:56:45.0",CLOSE
Yefta,5152/BJBR/May/2019,"2019-05-10 18:56:45.0",CLOSE
Yefta,5164/BJBR/May/2019,"2019-05-10 17:41:45.0",CLOSE
Yefta,5149/BJBR/May/2019,"2019-05-10 16:18:45.0",CLOSE
Yefta,5145/BJBR/May/2019,"2019-05-10 15:38:45.0",CLOSE
Laura,5147/BSBB/May/2019,"2019-05-10 15:21:00.0",CLOSE
Yefta,5141/BJBR/May/2019,"2019-05-10 14:22:00.0",CLOSE
Yefta,5150/BJBR/May/2019,"2019-05-10 13:47:00.0",CLOSE
Yefta,5148/BJBR/May/2019,"2019-05-10 13:45:00.0",CLOSE
Yefta,5131/BJBR/May/2019,"2019-05-10 13:41:00.0",CLOSE
Yefta,5135/BJBR/May/2019,"2019-05-10 13:38:00.0",CLOSE
Sayyid,5143/BSBB/May/2019,"2019-05-10 11:20:45.0",CLOSE
Alam,5142/BJBR/May/2019,"2019-05-10 10:36:15.0",CLOSE
Bayu,5463/BPJS/May/2019,"2019-05-10 10:20:00.0",CLOSE
Alam,5138/BJBR/May/2019,"2019-05-10 09:58:15.0",CLOSE
Alam,5128/BJBR/May/2019,"2019-05-09 23:53:15.0",CLOSE
Alam,5139/BJBR/May/2019,"2019-05-09 22:52:15.0",CLOSE
Siwi,5105/BRKR/May/2019,"2019-05-09 22:50:30.0",CLOSE
Alam,5136/BJBR/May/2019,"2019-05-09 22:42:15.0",CLOSE
Yefta,5137/BJBR/May/2019,"2019-05-09 21:07:30.0",CLOSE
Yefta,5140/BJBR/May/2019,"2019-05-09 20:55:30.0",CLOSE
Yefta,5130/BJBR/May/2019,"2019-05-09 18:10:30.0",CLOSE
Yefta,5133/BJBR/May/2019,"2019-05-09 16:56:30.0",CLOSE
Alam,5124/BJBR/May/2019,"2019-05-09 16:52:15.0",CLOSE
Paul,5129/BJBR/May/2019,"2019-05-09 16:25:15.0",CLOSE
Feby,5066/BSBB/May/2019,"2019-05-09 14:30:00.0",CLOSE
Paul,5132/BJBR/May/2019,"2019-05-09 14:10:15.0",CLOSE
Sayyid,5062/BSBB/May/2019,"2019-05-09 13:14:15.0",CLOSE
Sayyid,5057/BSBB/May/2019,"2019-05-09 12:57:15.0",CLOSE
Sayyid,5060/BSBB/May/2019,"2019-05-09 12:55:15.0",CLOSE
Siwi,5127/BRKR/May/2019,"2019-05-09 12:37:15.0",CLOSE
Alam,5118/BJBR/May/2019,"2019-05-09 12:28:00.0",CLOSE
Yefta,5238/BJBR/May/2019,"2019-05-09 11:47:45.0",CLOSE
Paul,5119/BJBR/May/2019,"2019-05-09 09:41:45.0",CLOSE
Paul,5126/BJBR/May/2019,"2019-05-09 09:00:45.0",CLOSE
Sayyid,5099/BSBB/May/2019,"2019-05-09 08:29:30.0",CLOSE
Yefta,5125/BJBR/May/2019,"2019-05-08 21:19:15.0",CLOSE
Yefta,5117/BJBR/May/2019,"2019-05-08 19:57:30.0",CLOSE
Yefta,5121/BJBR/May/2019,"2019-05-08 19:49:30.0",CLOSE
Siwi,5111/BRKR/May/2019,"2019-05-08 19:22:15.0",CLOSE
Alam,5002/BJBR/May/2019,"2019-05-08 18:28:15.0",CLOSE
Yefta,5114/BJBR/May/2019,"2019-05-08 17:48:30.0",CLOSE
Yefta,5113/BJBR/May/2019,"2019-05-08 17:48:15.0",CLOSE
Yefta,5123/BJBR/May/2019,"2019-05-08 17:37:15.0",CLOSE
Siwi,5116/BRKR/May/2019,"2019-05-08 15:40:45.0",CLOSE
Siwi,5012/BRKR/May/2019,"2019-05-08 15:30:15.0",CLOSE
Paul,5112/BJBR/May/2019,"2019-05-08 14:50:45.0",CLOSE
Siwi,5087/BRKR/May/2019,"2019-05-08 14:26:15.0",CLOSE
Sayyid,5068/BSBB/May/2019,"2019-05-08 14:08:30.0",CLOSE
Fajar,5085/BJBR/May/2019,"2019-05-08 13:02:00.0",CLOSE
Feby,5110/BSBB/May/2019,"2019-05-08 12:49:00.0",CLOSE
Yefta,4890/BJBR/Apr/2019,"2019-05-08 12:43:30.0",CLOSE
Fajar,5088/BJBR/May/2019,"2019-05-08 12:35:00.0",CLOSE
Fajar,5052/BJBR/May/2019,"2019-05-08 12:19:00.0",CLOSE
Sayyid,5031/BSBB/May/2019,"2019-05-08 11:59:00.0",CLOSE
Fajar,5115/BJBR/May/2019,"2019-05-08 11:23:00.0",CLOSE
Fajar,5102/BJBR/May/2019,"2019-05-07 17:30:00.0",CLOSE
Fajar,5083/BJBR/May/2019,"2019-05-07 16:00:00.0",CLOSE
Laura,5091/BSBB/May/2019,"2019-05-07 15:45:00.0",CLOSE
Fajar,5101/BJBR/May/2019,"2019-05-07 15:27:00.0",CLOSE
Siwi,5049/BRKR/May/2019,"2019-05-07 15:10:15.0",CLOSE
Alam,5073/BJBR/May/2019,"2019-05-07 14:55:00.0",CLOSE
Yefta,5090/BSBB/May/2019,"2019-05-07 14:40:15.0",CLOSE
Alam,5100/BJBR/May/2019,"2019-05-07 14:30:00.0",CLOSE
Laura,5070/BSBB/May/2019,"2019-05-07 14:15:00.0",CLOSE
Alam,5096/BJBR/May/2019,"2019-05-07 13:53:00.0",CLOSE
Laura,5092/BSBB/May/2019,"2019-05-07 13:40:00.0",CLOSE
Alam,5094/BJBR/May/2019,"2019-05-07 13:39:00.0",CLOSE
Siwi,5089/BRKR/May/2019,"2019-05-07 13:00:15.0",CLOSE
Feby,5065/BSBB/May/2019,"2019-05-07 12:19:00.0",CLOSE
Alam,5080/BJBR/May/2019,"2019-05-07 12:02:00.0",CLOSE
Feby,5093/BSBB/May/2019,"2019-05-07 11:40:00.0",CLOSE
Feby,5069/BSBB/May/2019,"2019-05-07 11:37:00.0",CLOSE
Alam,5072/BJBR/May/2019,"2019-05-07 11:35:30.0",CLOSE
Alam,5071/BJBR/May/2019,"2019-05-07 10:53:30.0",CLOSE
Alam,5075/BJBR/May/2019,"2019-05-07 09:31:00.0",CLOSE
Bayu,5462/BPJS/May/2019,"2019-05-07 09:21:00.0",CLOSE
Paul,5077/BJBR/May/2019,"2019-05-06 16:33:15.0",CLOSE
Paul,5079/BJBR/May/2019,"2019-05-06 16:08:15.0",CLOSE
Paul,5078/BJBR/May/2019,"2019-05-06 15:53:15.0",CLOSE
Sayyid,5064/BSBB/May/2019,"2019-05-06 15:51:00.0",CLOSE
Sayyid,5059/BSBB/May/2019,"2019-05-06 15:48:30.0",CLOSE
Sayyid,5063/BSBB/May/2019,"2019-05-06 15:20:00.0",CLOSE
Sayyid,5061/BSBB/May/2019,"2019-05-06 15:13:00.0",CLOSE
Paul,5053/BJBR/May/2019,"2019-05-06 14:55:15.0",CLOSE
Siwi,5028/BRKR/May/2019,"2019-05-06 13:50:00.0",CLOSE
Sayyid,5032/BSBB/May/2019,"2019-05-06 13:46:00.0",CLOSE
Siwi,4701/BRKR/Apr/2019,"2019-05-06 13:30:45.0",CLOSE
Paul,5055/BJBR/May/2019,"2019-05-06 13:30:15.0",CLOSE
Bayu,5461/BPJS/May/2019,"2019-05-06 13:30:00.0",CLOSE
Paul,5051/BJBR/May/2019,"2019-05-06 12:20:15.0",CLOSE
Siwi,5054/BRKR/May/2019,"2019-05-06 11:00:45.0",CLOSE
Feby,5045/BSBB/May/2019,"2019-05-06 11:00:00.0",CLOSE
Feby,5018/BSBB/May/2019,"2019-05-06 10:03:00.0",CLOSE
Paul,5050/BJBR/May/2019,"2019-05-06 10:00:15.0",CLOSE
Feby,5046/BSBB/May/2019,"2019-05-06 09:30:00.0",CLOSE
Sayyid,5026/BRKR/May/2019,"2019-05-05 17:18:45.0",CLOSE
Alam,5041/BJBR/May/2019,"2019-05-05 17:08:30.0",CLOSE
Alam,5044/BJBR/May/2019,"2019-05-05 17:08:15.0",CLOSE
Alam,5038/BJBR/May/2019,"2019-05-05 16:37:30.0",CLOSE
Sayyid,5043/BSBB/May/2019,"2019-05-05 15:11:45.0",CLOSE
Sayyid,5037/BRKR/May/2019,"2019-05-05 14:00:45.0",CLOSE
Yefta,5040/BRKR/May/2019,"2019-05-05 11:11:45.0",CLOSE
Alam,5039/BJBR/May/2019,"2019-05-05 10:52:00.0",CLOSE
Alam,5036/BJBR/May/2019,"2019-05-04 22:20:15.0",CLOSE
Alam,5035/BJBR/May/2019,"2019-05-04 16:59:30.0",CLOSE
Yefta,5034/BSBB/May/2019,"2019-05-04 15:35:30.0",CLOSE
Paul,4991/BJBR/May/2019,"2019-05-04 13:54:45.0",CLOSE
Sayyid,5033/BSBB/May/2019,"2019-05-04 13:22:30.0",CLOSE
Paul,5027/BJBR/May/2019,"2019-05-03 20:01:45.0",CLOSE
Feby,5030/BSBB/May/2019,"2019-05-03 19:13:00.0",CLOSE
Siwi,4986/BRKR/Apr/2019,"2019-05-03 19:07:00.0",CLOSE
Paul,5021/BJBR/May/2019,"2019-05-03 16:42:45.0",CLOSE
Paul,4980/BJBR/Apr/2019,"2019-05-03 16:34:45.0",CLOSE
Sayyid,5024/BRKR/May/2019,"2019-05-03 15:44:30.0",CLOSE
Paul,5025/BJBR/May/2019,"2019-05-03 15:37:45.0",CLOSE
Paul,5029/BJBR/May/2019,"2019-05-03 15:37:45.0",CLOSE
Sayyid,5023/BSBB/May/2019,"2019-05-03 15:18:45.0",CLOSE
Fajar,5019/BJBR/May/2019,"2019-05-03 12:11:00.0",CLOSE
Sayyid,5015/BSBB/May/2019,"2019-05-03 11:07:15.0",CLOSE
Fajar,5017/BJBR/May/2019,"2019-05-03 10:24:00.0",CLOSE
Fajar,5009/BJBR/May/2019,"2019-05-03 08:54:00.0",CLOSE
Fajar,5016/BJBR/May/2019,"2019-05-02 23:05:00.0",CLOSE
Fajar,5011/BJBR/May/2019,"2019-05-02 22:16:00.0",CLOSE
Fajar,4993/BJBR/May/2019,"2019-05-02 21:45:00.0",CLOSE
Indri,5013/BRKR/May/2019,"2019-05-02 21:03:00.0",CLOSE
Fajar,5000/BJBR/May/2019,"2019-05-02 21:03:00.0",CLOSE
Paul,5005/BJBR/May/2019,"2019-05-02 18:10:45.0",CLOSE
Paul,5010/BJBR/May/2019,"2019-05-02 17:40:15.0",CLOSE
Paul,5007/BJBR/May/2019,"2019-05-02 16:59:15.0",CLOSE
Paul,4999/BJBR/May/2019,"2019-05-02 16:52:15.0",CLOSE
Paul,5001/BJBR/May/2019,"2019-05-02 16:42:15.0",CLOSE
Paul,5008/BJBR/May/2019,"2019-05-02 15:28:15.0",CLOSE
Indri,4970/BRKR/Apr/2019,"2019-05-02 15:26:00.0",CLOSE
Fajar,5003/BJBR/May/2019,"2019-05-02 15:10:00.0",CLOSE
Fajar,4998/BJBR/May/2019,"2019-05-02 14:36:00.0",CLOSE
Fajar,5004/BJBR/May/2019,"2019-05-02 14:15:00.0",CLOSE
Alam,4977/BJBR/Apr/2019,"2019-05-02 14:07:15.0",CLOSE
Indri,4987/BRKR/Apr/2019,"2019-05-02 13:39:00.0",CLOSE
Fajar,4997/BJBR/May/2019,"2019-05-02 13:16:00.0",CLOSE
Paul,5006/BJBR/May/2019,"2019-05-02 12:48:15.0",CLOSE
Yefta,4996/BSBB/May/2019,"2019-05-02 10:27:45.0",CLOSE
Fajar,4887/BJBR/Apr/2019,"2019-05-01 21:34:00.0",CLOSE
Alam,4994/BJBR/May/2019,"2019-05-01 20:07:00.0",CLOSE
Alam,4897/BJBR/Apr/2019,"2019-05-01 18:53:15.0",CLOSE
Alam,4988/BJBR/May/2019,"2019-05-01 17:02:00.0",CLOSE
Alam,4990/BJBR/May/2019,"2019-05-01 15:38:30.0",CLOSE
Paul,4896/BJBR/Apr/2019,"2019-05-01 15:24:45.0",CLOSE
Yefta,4978/BSBB/Apr/2019,"2019-05-01 14:20:45.0",CLOSE
Yefta,4928/BSBB/Apr/2019,"2019-05-01 14:20:45.0",CLOSE
Alam,4983/BJBR/Apr/2019,"2019-04-30 22:31:45.0",CLOSE
Alam,4985/BJBR/Apr/2019,"2019-04-30 21:31:45.0",CLOSE
Paul,4895/BJBR/Apr/2019,"2019-04-30 21:27:45.0",CLOSE
Yefta,4949/BSBB/Apr/2019,"2019-04-30 20:53:45.0",CLOSE
Alam,4888/BJBR/Apr/2019,"2019-04-30 20:20:30.0",CLOSE
Alam,4964/BJBR/Apr/2019,"2019-04-30 19:42:30.0",CLOSE
Alam,4894/BJBR/Apr/2019,"2019-04-30 19:34:30.0",CLOSE
Alam,4984/BJBR/Apr/2019,"2019-04-30 18:16:30.0",CLOSE
Indri,4972/BRKR/Apr/2019,"2019-04-30 17:02:00.0",CLOSE
Alam,4982/BJBR/Apr/2019,"2019-04-30 16:15:45.0",CLOSE
Indri,4955/BRKR/Apr/2019,"2019-04-30 15:23:00.0",CLOSE
Alam,4979/BJBR/Apr/2019,"2019-04-30 15:11:45.0",CLOSE
Alam,4976/BJBR/Apr/2019,"2019-04-30 14:51:45.0",CLOSE
Yefta,4904/BSBB/Apr/2019,"2019-04-30 13:55:00.0",CLOSE
Indri,4954/BRKR/Apr/2019,"2019-04-30 13:15:00.0",CLOSE
Feby,4963/BSBB/Apr/2019,"2019-04-30 12:19:00.0",CLOSE
Paul,4967/BJBR/Apr/2019,"2019-04-30 10:55:30.0",CLOSE
Paul,4966/BJBR/Apr/2019,"2019-04-30 09:58:30.0",CLOSE
Paul,4971/BJBR/Apr/2019,"2019-04-30 09:42:30.0",CLOSE
Alam,4968/BJBR/Apr/2019,"2019-04-30 09:06:45.0",CLOSE
Paul,4961/BJBR/Apr/2019,"2019-04-29 21:31:45.0",CLOSE
Indri,4962/BRKR/Apr/2019,"2019-04-29 20:23:00.0",CLOSE
Fajar,4952/BJBR/Apr/2019,"2019-04-29 19:08:00.0",CLOSE
Paul,4893/BJBR/Apr/2019,"2019-04-29 17:02:00.0",CLOSE
Indri,4915/BRKR/Apr/2019,"2019-04-29 16:36:00.0",CLOSE
Fajar,4950/BJBR/Apr/2019,"2019-04-29 16:20:00.0",CLOSE
Fajar,4959/BJBR/Apr/2019,"2019-04-29 16:11:00.0",CLOSE
Fajar,4960/BJBR/Apr/2019,"2019-04-29 15:12:00.0",CLOSE
Fajar,4943/BJBR/Apr/2019,"2019-04-29 13:57:00.0",CLOSE
Alam,4946/BJBR/Apr/2019,"2019-04-29 13:18:45.0",CLOSE
Alam,4944/BJBR/Apr/2019,"2019-04-29 12:43:45.0",CLOSE
Alam,4951/BJBR/Apr/2019,"2019-04-29 12:25:45.0",CLOSE
Indri,4948/BRKR/Apr/2019,"2019-04-29 12:03:00.0",CLOSE
Alam,4939/BJBR/Apr/2019,"2019-04-29 11:45:45.0",CLOSE
Alam,4945/BJBR/Apr/2019,"2019-04-29 11:28:00.0",CLOSE
Alam,4926/BJBR/Apr/2019,"2019-04-29 11:23:45.0",CLOSE
Indri,4916/BRKR/Apr/2019,"2019-04-29 10:00:00.0",CLOSE
Alam,4940/BJBR/Apr/2019,"2019-04-29 09:32:45.0",CLOSE
Alam,4938/BJBR/Apr/2019,"2019-04-28 12:18:15.0",CLOSE
Alam,4941/BJBR/Apr/2019,"2019-04-28 11:45:00.0",CLOSE
Alam,4933/BJBR/Apr/2019,"2019-04-28 11:25:00.0",CLOSE
Alam,4931/BJBR/Apr/2019,"2019-04-28 10:49:00.0",CLOSE
Alam,4930/BJBR/Apr/2019,"2019-04-28 09:46:00.0",CLOSE
Alam,4936/BJBR/Apr/2019,"2019-04-27 20:28:45.0",CLOSE
Paul,4934/BJBR/Apr/2019,"2019-04-27 18:32:30.0",CLOSE
Paul,4932/BJBR/Apr/2019,"2019-04-27 18:05:30.0",CLOSE
Paul,4919/BJBR/Apr/2019,"2019-04-27 17:32:00.0",CLOSE
